property_id,property_type,listing_title,locality,city,zone,renter_segment,bedrooms,bathrooms,floor,total_floors,property_age,monthly_rent,security_deposit,maintenance,electricity_estimate,area_sqft,furnishing_status,parking,balcony,lift,power_backup,water_supply,ac,wifi,food,laundry,gym,cctv,security,housekeeping,metro_station,metro_distance_km,nearest_college,college_distance_km,nearest_office_hub,office_distance_km,school_distance_km,hospital_distance_km,rating,review_count,available,listing_date,source
PROP_437,3BHK,Fully Furnished 3BHK Apartment in Rajinder Nagar,RAJINDER NAGAR,Delhi,Central Delhi,Family,3,2,9,20,3,"₹41,000","Rs. 82,000/month",1k,2900,1205,Unfurnished,no,1,Yes,N,24 Hours,1,yes,No,No,yes,yes,Yes,No,Rajendra Place Metro Station,1.71km,Venkateshwara College,3.76 km,Rajendra Place IT Hub,8.25km,2.59,4.88 km,4.8,34,Yes,2026-07-27,NoBroker
PROP_438,3BHK,Fully Furnished 3BHK Apartment in Kamla Nagar,Kamla Nagar,Delhi,North Delhi,Family,3,2,9,12,8,43500,87k,,2900,1393,Furnished,No,1,1,N,12 Hours,1,0,no,yes,0,1,1,Yes,Vishwa Vidyalaya Metro Station,3.05km,Kirori Mal College,8.76km,Connaught Place,10.03 km,4.48 km,4.38 km,3.6,16,Yes,2026-07-15,Housing.com
PROP_439,1RK,Semi-Furnished 1RK Apartment in Gurugram Sector 56,Gurugram Sector 56,Gurugram,Gurugram,Family,1,1,3,5,3,7k,14k,,700,318,semi-furnished,no,1,1,No,12 Hours,0,N,Y,No,N,1,1,no,Sector 56 Metro Station,1.77km,IILM University,2.01,Golf Course Road Offices,1.0km,2.5,1.19km,4.0,0,Yes,2026-07-01,99acres
PROP_439,2BHK,Fully Furnished 2BHK Apartment in Noida Sector 62,Noida Sec 62,Noida,Noida,Working Bachelor,2,2,9,12,1,"Rs. 18,500/month","₹37,000","₹1,500",1800,958,unfurnished,0,1,Yes,N,12 Hours,Yes,Y,No,N,no,no,No,0,Noida Sector 62 Metro Station,,JSS Academy of Technical Education,9.34,Noida Sector 62 IT Park,,360m,2.29,4.6,44,yes,2026-07-29,Housing.com
PROP_441,1RK,Semi-Furnished 1RK Apartment in Rohini,ROHINI,Delhi,North Delhi,Student,1,1,0,3,6,8k,"Rs. 17,000/month",₹600,700,396,Semi-Furnished,0,1,no,1,24 Hours,Yes,Yes,N,no,No,Yes,Y,Y,Rohini West Metro Station,2.82 km,Delhi Technological University (DTU),2.49km,Netaji Subhash Place,0.76 km,3.52 km,,3.4,72,1,2026-07-24,99acres
PROP_442,1BHK,Fully Furnished 1BHK Apartment in Gurugram Sector 45,Gurugram Sec 45,Gurugram,Gurugram,Family,1,1,2,3,3,"₹21,500",43000,"₹1,200",1300,568,Furnished,no,No,N,1,12 Hours,Yes,No,no,0,N,0,Yes,0,HUDA City Centre Metro Station,3.62 km,Ansal University,4.34 km,Golf Course Road Offices,,2.47 km,,4.6,36,yes,2026-08-13,NoBroker
PROP_443,3BHK,Fully Furnished 3BHK Apartment in Vaishali,Vaishali,Ghaziabad,Ghaziabad,Working Professional,3,2,4,4,7,24500,"₹49,000","₹2,300",,1340,Unfurnished,0,Yes,No,Yes,4 Hours,Yes,no,0,no,N,0,yes,Yes,Vaishali Metro Station,1.07km,Inderprastha Dental College,1.06km,Noida Sector 62 IT Park,1.85 km,,3.24km,3.4,71,Y,2026-08-13,99acres
PROP_444,3BHK,Fully Furnished 3BHK Apartment in Civil Lines,CIVIL LINES,Delhi,North Delhi,Family,3,2,8,20,10,91k,183000,"₹5,900",,1917,Furnished,yes,1,Yes,Y,24 Hours,yes,1,0,yes,Yes,0,N,1,Civil Lines Metro Station,4.34km,St. Stephen's College,0.99 km,Connaught Place,12.59 km,0.28 km,1.26 km,4.5,57,Yes,2026-06-30,MagicBricks
PROP_445,4BHK,Fully Furnished 4BHK Apartment in Janakpuri,Janakpuri,Delhi,West Delhi,Family,4,4,8,12,8,72k,144000,,4600,2544,unfurnished,1,yes,Yes,Yes,12 Hours,1,Yes,no,N,N,yes,No,No,Janakpuri West Metro Station,0.59 km,Bhaskaracharya College,8.88km,Janakpuri District Centre,6.91km,2.95km,4.63 km,4.6,4,Yes,2026-08-03,MagicBricks
PROP_446,2BHK,Semi-Furnished 2BHK Apartment in Civil Lines,Civil Lines,Delhi,North Delhi,Family,2,2,3,5,12,68000,136000,"₹4,500",1700,1347,Semi-Furnished,no,Yes,0,0,24 Hours,1,Y,no,0,no,no,N,0,Civil Lines Metro Station,3.87km,St. Stephen's College,9.71km,Connaught Place,4.03km,,5.23,4.3,49,Yes,2026-07-28,MagicBricks
PROP_447,1RK,Semi-Furnished 1RK Apartment in Malviya Nagar,Malviya Nagar,Delhi,South Delhi,Family,1,1,8,15,12,12k,12000,Rs. 900/month,700,373 sq.ft.,Semi-Furnished,no,0,Y,N,12 Hours,no,no,no,No,0,yes,yes,No,Malviya Nagar Metro Station,1.55km,College of Vocational Studies,,Okhla Industrial Area,3.02,,340m,4.3,14,Yes,2026-08-08,99acres
PROP_448,1BHK,Semi-Furnished 1BHK Apartment in Rohini,Rohini,Delhi,North Delhi,Student,1,1,15,20,4,"₹10,500","₹21,000","Rs. 1,600/month",1100,552,semi-furnished,yes,Y,Yes,1,4 Hours,1,N,0,yes,Yes,no,No,No,Rohini West Metro Station,2.42km,Delhi Technological University (DTU),,Netaji Subhash Place,12.42km,,2.49 km,4.3,80,no,2026-08-12,NoBroker
PROP_449,2BHK,Semi-Furnished 2BHK Apartment in Vasant Kunj,Vasant Kunj,Delhi,South Delhi,Working Professional,2,2,14,20,3,"Rs. 74,500/month","Rs. 74,500/month",0,,1510,Semi-Furnished,yes,Y,Y,no,24 Hours,1,N,N,no,0,0,Yes,yes,Chattarpur Metro Station,1.07km,Jawaharlal Nehru University (JNU),4.43km,Cyber City Gurugram,850m,,0.44km,4.2,61,Y,2026-07-24,99acres
PROP_450,4BHK,Fully Furnished 4BHK Apartment in Janakpuri,Janakpuri,Delhi,West Delhi,Family,4,4,1,3,4,"Rs. 61,500/month",123000,,4400,2609,fully-furnished,Y,Yes,no,N,4 Hours,1,yes,no,N,0,N,No,no,Janakpuri West Metro Station,,Bhaskaracharya College,4.68,Janakpuri District Centre,10.39,0.55 km,,3.6,50,0,2026-08-13,NoBroker
PROP_451,4BHK,Fully Furnished 4BHK Apartment in Model Town,Model Town,Delhi,North Delhi,Family,4,4,4,5,14,"Rs. 94,000/month",94k,,3900,2008,Unfurnished,yes,No,yes,1,24 Hours,1,N,no,1,no,1,N,1,Model Town Metro Station,1.21 km,Miranda House,6.83km,Connaught Place,6.83km,3.64 km,3.09 km,4.4,26,Y,2026-08-09,NoBroker
PROP_452,2BHK,Fully Furnished 2BHK Apartment in Model Town,model town,Delhi,North Delhi,Working Professional,2,2,4,8,4,"Rs. 44,000/month","Rs. 88,000/month",3300,2000,1208,fully-furnished,N,1,yes,1,4 Hours,yes,No,No,0,no,1,1,N,Model Town Metro Station,0.14km,Miranda House,2.3 km,Connaught Place,520m,1.99km,5.49 km,3.3,2,1,2026-07-19,99acres
PROP_453,1BHK,Semi-Furnished 1BHK Apartment in Civil Lines,Civil Lines,Delhi,North Delhi,Family,1,1,1,8,10,25000,"Rs. 50,000/month",0,900,525,semi-furnished,N,yes,yes,No,12 Hours,no,0,no,N,No,N,1,Y,Civil Lines Metro Station,,St. Stephen's College,6.86km,Connaught Place,,0.42 km,0.91,3.4,42,Y,2026-07-24,Housing.com
PROP_454,2BHK,Fully Furnished 2BHK Apartment in Greater Kailash,Greater Kailash,Delhi,South Delhi,Family,2,2,2,12,5,97000,194000,4300,,1396,Furnished,no,Y,N,N,4 Hours,yes,Y,0,0,No,yes,no,Y,Kailash Colony Metro Station,3.44 km,Lady Shri Ram College (LSR),4.84 km,Nehru Place IT Hub,14.59km,2.32 km,1.73 km,4.5,13,1,2026-08-13,99acres
PROP_455,1RK,Fully Furnished 1RK Apartment in Saket,Saket,Delhi,South Delhi,Family,1,1,8,24,12,16k,"Rs. 32,000/month",0,700,384,unfurnished,No,1,yes,Y,4 Hours,1,no,0,N,no,1,Yes,N,Saket Metro Station,3.51km,Gargi College,9.7km,Saket District Centre,7.28 km,3.54 km,0.59 km,4.7,72,Yes,2026-07-14,NoBroker
PROP_456,3BHK,Fully Furnished 3BHK Apartment in Mayur Vihar,Mayur Vihar,Delhi,East Delhi,Family,3,2,11,24,3,"₹43,000",86000,"₹4,600",2700,1646,Unfurnished,No,N,yes,N,4 Hours,Yes,1,N,no,0,Yes,Y,no,Mayur Vihar 1 Metro Station,,Shaheed Sukhdev College of Business Studies,6.87 km,Noida Sector 62 IT Park,7.59 km,4.79km,1.5 km,4.9,83,1,2026-07-15,Housing.com
PROP_457,2BHK,Fully Furnished 2BHK Apartment in Gurugram Sector 45,GURUGRAM SECTOR 45,Gurugram,Gurugram,Family,2,2,1,8,4,30k,"₹61,000",,2300,1057 sq.ft.,unfurnished,0,yes,Y,N,24 Hours,Y,no,No,yes,no,1,1,N,HUDA City Centre Metro Station,4.0km,Ansal University,5.98km,Golf Course Road Offices,,1.71km,2.26km,4.0,5,no,2026-08-11,MagicBricks
PROP_458,1RK,Fully Furnished 1RK Apartment in Kamla Nagar,Kamla Nagar,Delhi,North Delhi,Student,1,1,1,5,4,9k,"₹19,000",Rs. 700/month,,327,Furnished,no,Yes,Y,Y,24 Hours,Yes,N,N,No,no,no,0,1,Vishwa Vidyalaya Metro Station,2.24km,Kirori Mal College,5.53 km,Connaught Place,12.13,1.7 km,4.82 km,3.6,17,yes,2026-07-08,MagicBricks
PROP_459,3BHK,Semi-Furnished 3BHK Apartment in Vasant Kunj,Vasant Kunj,Delhi,South Delhi,Family,3,2,0,3,10,"₹108,500","Rs. 217,000/month",0,5100,2408,semi-furnished,no,yes,no,Yes,12 Hours,0,No,No,no,no,no,Yes,no,Chattarpur Metro Station,2.64km,Jawaharlal Nehru University (JNU),,Cyber City Gurugram,9.91km,900m,0.31km,3.8,3,yes,2026-08-02,Housing.com
PROP_460,2BHK,Fully Furnished 2BHK Apartment in Gurugram Sector 45,Gurugram Sec 45,Gurugram,Gurugram,Working Professional,2,2,1,4,13,31k,63k,0,,883,unfurnished,No,N,0,N,4 Hours,Y,Y,No,0,No,Y,Y,N,HUDA City Centre Metro Station,880m,Ansal University,4.77,Golf Course Road Offices,7.07km,2.44 km,1.73km,4.0,68,1,2026-08-13,99acres
PROP_461,2BHK,Semi-Furnished 2BHK Apartment in Rohini,Rohini,Delhi,North Delhi,Working Bachelor,2,2,2,24,13,"Rs. 13,500/month","Rs. 27,000/month","Rs. 1,000/month",1000,697,semi-furnished,1,1,Yes,No,4 Hours,0,1,N,no,no,no,N,Y,Rohini West Metro Station,1.15,Delhi Technological University (DTU),3.92 km,Netaji Subhash Place,10.44 km,600m,2.57 km,3.2,73,Y,2026-07-09,MagicBricks
PROP_462,2BHK,Semi-Furnished 2BHK Apartment in Rajinder Nagar,Rajinder Nagar,Delhi,Central Delhi,Family,2,2,2,3,2,"Rs. 24,500/month",49k,"Rs. 2,600/month",1300,792,semi-furnished,Yes,1,No,0,4 Hours,No,No,no,N,0,yes,no,Yes,Rajendra Place Metro Station,4.45 km,Venkateshwara College,1.97km,Rajendra Place IT Hub,13.57km,2.46km,,4.5,60,1,2026-07-01,99acres
PROP_463,1RK,Semi-Furnished 1RK Apartment in Kamla Nagar,Kamla Nagar,Delhi,North Delhi,Family,1,1,2,15,6,"Rs. 7,000/month",7k,,700,344,Semi-Furnished,no,0,1,0,12 Hours,0,No,N,No,0,Yes,N,0,Vishwa Vidyalaya Metro Station,2.37 km,Kirori Mal College,1.06km,Connaught Place,4.46km,,3.24 km,3.6,43,yes,2026-07-26,MagicBricks
PROP_464,2BHK,Fully Furnished 2BHK Apartment in Golf Course Road,golf course road,Gurugram,Gurugram,Working Professional,2,2,7,15,5,108500,325500,"Rs. 3,700/month",3000,1320,Furnished,Y,0,yes,1,4 Hours,yes,No,No,no,0,Y,1,no,Sector 42-43 Metro Station,140m,GD Goenka University,8.56km,Golf Course Road Offices,4.8,4.17km,4.99km,4.1,61,No,2026-06-29,NoBroker
PROP_465,1RK,Semi-Furnished 1RK Apartment in Indirapuram,Indirapuram,Ghaziabad,Ghaziabad,Student,1,1,3,5,14,6000,"Rs. 12,000/month",0k,900,403,semi-furnished,0,1,1,N,12 Hours,Y,N,no,No,no,no,Yes,0,Vaishali Metro Station,900m,ABES Engineering College,4.7 km,Noida Sector 62 IT Park,10.12km,0.51km,4.28 km,3.6,48,No,2026-08-06,NoBroker
PROP_466,3BHK,Semi-Furnished 3BHK Apartment in Gurugram Sector 45,gurugram sector 45,Gurugram,Gurugram,Family,3,2,3,4,1,"₹51,000",102k,"Rs. 5,200/month",3600,1627,Semi-Furnished,yes,Y,no,yes,12 Hours,no,0,1,no,N,Y,Yes,No,HUDA City Centre Metro Station,670m,Ansal University,1.04 km,Golf Course Road Offices,8.38 km,0.27km,3.4 km,3.5,62,Yes,2026-07-19,Housing.com
PROP_467,2BHK,Fully Furnished 2BHK Apartment in Golf Course Road,GOLF COURSE ROAD,Gurugram,Gurugram,Family,2,2,6,12,9,"₹105,000",105k,,3300,1495,unfurnished,yes,N,Yes,Yes,24 Hours,Yes,no,0,yes,yes,no,0,N,Sector 42-43 Metro Station,660m,GD Goenka University,4.59,Golf Course Road Offices,13.15 km,2.51km,2.52 km,3.9,69,Y,2026-08-02,Housing.com
PROP_468,2BHK,Fully Furnished 2BHK Apartment in Rajinder Nagar,RAJINDER NAGAR,Delhi,Central Delhi,Family,2,2,2,8,14,36k,73k,2000,1800,931,Unfurnished,Yes,Y,Y,0,24 Hours,Yes,0,no,Y,0,No,yes,No,Rajendra Place Metro Station,3.46km,Venkateshwara College,9.72,Rajendra Place IT Hub,5.3km,1.82,5.48km,4.1,28,0,2026-07-15,MagicBricks
PROP_469,1BHK,Fully Furnished 1BHK Apartment in Laxmi Nagar,Laxmi Nagar,Delhi,East Delhi,Student,1,1,4,5,2,"Rs. 9,500/month",19000,800,900,454,Unfurnished,no,Y,1,0,24 Hours,Yes,0,no,N,N,Y,0,1,Laxmi Nagar Metro Station,1.92km,Shyam Lal College,6.47km,Noida Sector 62 IT Park,9.12km,,0.79 km,4.8,6,yes,2026-07-08,MagicBricks
PROP_470,1BHK,Fully Furnished 1BHK Apartment in Civil Lines,Civil Lines,Delhi,North Delhi,Family,1,1,5,24,14,"₹39,500",79000,1100,,668,fully-furnished,Y,N,Y,Y,12 Hours,1,Y,N,No,N,no,1,Yes,Civil Lines Metro Station,2.05km,St. Stephen's College,3.21km,Connaught Place,,4.47 km,,4.7,71,Y,2026-08-03,99acres
PROP_471,3BHK,Semi-Furnished 3BHK Apartment in Noida Sector 62,Noida Sec 62,Noida,Noida,Family,3,2,3,5,12,"Rs. 27,000/month","₹54,000",,,1567,Semi-Furnished,N,Yes,yes,Yes,24 Hours,N,no,No,N,N,yes,1,Yes,Noida Sector 62 Metro Station,2.63km,JSS Academy of Technical Education,1.18km,Noida Sector 62 IT Park,12.06 km,0.63 km,3.44 km,3.3,84,1,2026-07-08,99acres
PROP_472,4BHK,Fully Furnished 4BHK Apartment in Indirapuram,Indirapuram,Ghaziabad,Ghaziabad,Family,4,4,5,20,14,"Rs. 51,500/month","₹103,000","Rs. 5,800/month",5800,3098,unfurnished,1,1,yes,Yes,24 Hours,Yes,No,no,no,Y,Y,yes,No,Vaishali Metro Station,2.55,ABES Engineering College,6.55km,Noida Sector 62 IT Park,10.82km,2.98km,4.16,3.7,46,Yes,2026-07-08,MagicBricks
PROP_473,2BHK,Fully Furnished 2BHK Apartment in Gurugram Sector 56,Gurugram Sec-56,Gurugram,Gurugram,Working Professional,2,2,9,24,1,26k,52000,0,,904,Unfurnished,Yes,yes,Yes,no,12 Hours,Y,0,1,1,N,1,yes,0,Sector 56 Metro Station,770m,IILM University,1.03 km,Golf Course Road Offices,5.97km,,0.97 km,3.2,25,Yes,2026-08-08,MagicBricks
PROP_474,2BHK,Fully Furnished 2BHK Apartment in Gurugram Sector 56,Gurugram Sec-56,Gurugram,Gurugram,Family,2,2,0,15,0,29k,"₹59,000",1500,,1003,fully-furnished,Yes,Yes,yes,yes,12 Hours,yes,0,0,no,no,Y,Yes,0,Sector 56 Metro Station,0.92,IILM University,5.39 km,Golf Course Road Offices,13.4km,4.58,5.08km,3.4,47,Y,2026-07-27,99acres
PROP_475,3BHK,Fully Furnished 3BHK Apartment in Mayur Vihar,Mayur Vihar,Delhi,East Delhi,Working Professional,3,2,9,15,13,45k,"₹45,000","₹2,500",2200,1315,unfurnished,Y,1,Y,yes,12 Hours,Yes,1,0,no,0,Yes,Y,Yes,Mayur Vihar 1 Metro Station,,Shaheed Sukhdev College of Business Studies,7.83km,Noida Sector 62 IT Park,4.17km,0.58km,2.8,4.1,39,1,2026-08-09,MagicBricks
PROP_476,2BHK,Fully Furnished 2BHK Apartment in Gurugram Sector 56,GURUGRAM SECTOR 56,Gurugram,Gurugram,Family,2,2,7,8,14,"Rs. 27,500/month",55k,0,2600,1110,unfurnished,Y,no,Y,N,12 Hours,Y,N,0,yes,No,No,1,no,Sector 56 Metro Station,0.77,IILM University,7.82km,Golf Course Road Offices,14.37,4.85 km,2.45km,4.2,34,Yes,2026-07-03,Housing.com
PROP_477,3BHK,Fully Furnished 3BHK Apartment in Kamla Nagar,Kamla Nagar,Delhi,North Delhi,Working Professional,3,2,1,3,8,"₹33,500","₹67,000",,,1203,Furnished,N,yes,0,No,24 Hours,1,1,N,N,No,yes,Y,1,Vishwa Vidyalaya Metro Station,1.98km,Kirori Mal College,,Connaught Place,2.5 km,610m,4.53km,4.4,45,yes,2026-07-14,99acres
PROP_478,1BHK,Fully Furnished 1BHK Apartment in Shakarpur,Shakarpur,Delhi,East Delhi,Student,1,1,22,24,2,"Rs. 8,000/month","Rs. 16,000/month",Rs. 700/month,900,426,Unfurnished,No,1,Yes,Y,4 Hours,Y,Yes,no,Y,N,Yes,Y,yes,Nirman Vihar Metro Station,,Bhim Rao Ambedkar College,3.7km,Noida Sector 62 IT Park,2.67,4.98,4.94km,4.1,81,yes,2026-07-01,Housing.com
PROP_479,3BHK,Fully Furnished 3BHK Apartment in Gurugram Sector 45,Gurugram Sector 45,Gurugram,Gurugram,Family,3,2,3,3,3,"Rs. 77,000/month","₹154,000",0,3100,1953,Unfurnished,1,Y,0,1,4 Hours,Yes,no,1,N,no,N,0,Y,HUDA City Centre Metro Station,4.37km,Ansal University,,Golf Course Road Offices,7.71km,3.66km,3.05km,3.7,63,Yes,2026-07-14,MagicBricks
PROP_480,2BHK,Fully Furnished 2BHK Apartment in Noida Sector 15,Noida Sec-15,Noida,Noida,Family,2,2,14,15,2,25k,75k,,2000,961,unfurnished,1,no,No,no,4 Hours,1,Yes,no,No,0,0,no,1,Noida Sector 15 Metro Station,3.62,Amity University Noida,8.01km,Noida Sector 16 Commercial Hub,10.74km,2.94 km,5.37km,4.1,34,yes,2026-07-01,Housing.com
PROP_481,2BHK,Fully Furnished 2BHK Apartment in Janakpuri,janakpuri,Delhi,West Delhi,Family,2,2,1,3,9,"₹22,500",45k,2k,2200,967,unfurnished,yes,No,no,yes,12 Hours,yes,yes,0,N,N,Y,no,Yes,Janakpuri West Metro Station,4.5km,Bhaskaracharya College,4.78,Janakpuri District Centre,,1.44,4.64km,4.4,29,1,2026-07-12,99acres
PROP_482,1RK,Semi-Furnished 1RK Apartment in Gurugram Sector 56,Gurugram Sec-56,Gurugram,Gurugram,Student,1,1,7,8,4,"Rs. 8,500/month","Rs. 8,500/month",0k,700,404,Semi-Furnished,no,yes,yes,yes,24 Hours,No,Y,yes,No,no,No,yes,yes,Sector 56 Metro Station,3.1km,IILM University,6.43,Golf Course Road Offices,8.29km,4.09km,1.5,3.7,51,Yes,2026-08-05,99acres
PROP_483,3BHK,Fully Furnished 3BHK Apartment in Noida Sector 62,Noida Sec 62,Noida,Noida,Family,3,2,7,8,5,30500,"Rs. 30,500/month","₹4,400",3000,1555,Unfurnished,Yes,yes,1,1,4 Hours,Y,N,no,no,No,1,1,no,Noida Sector 62 Metro Station,3.08km,JSS Academy of Technical Education,1.08km,Noida Sector 62 IT Park,5.9km,1.34km,0.84,4.1,74,1,2026-07-22,99acres
PROP_484,2BHK,Fully Furnished 2BHK Apartment in Vaishali,Vaishali,Ghaziabad,Ghaziabad,Working Bachelor,2,2,5,15,9,18k,"Rs. 36,000/month",,1400,989,unfurnished,1,yes,Y,1,24 Hours,1,1,N,N,Y,Y,1,N,Vaishali Metro Station,0.97km,Inderprastha Dental College,4.86,Noida Sector 62 IT Park,7.95,1.24km,0.61 km,4.5,11,yes,2026-07-15,NoBroker
PROP_485,1RK,Semi-Furnished 1RK Apartment in Noida Sector 15,Noida Sector 15,Noida,Noida,Student,1,1,6,24,4,"Rs. 5,000/month",10000,0,300,226 sq.ft.,semi-furnished,N,0,yes,N,4 Hours,Y,1,No,0,1,Y,Yes,Y,Noida Sector 15 Metro Station,3.41km,Amity University Noida,8.2km,Noida Sector 16 Commercial Hub,10.88km,2.21km,5.78km,4.6,32,no,2026-06-30,NoBroker
PROP_486,2BHK,Fully Furnished 2BHK Apartment in Laxmi Nagar,Laxmi Nagar,Delhi,East Delhi,Family,2,2,5,12,1,16k,33k,0,1400,766,unfurnished,0,yes,1,Y,24 Hours,yes,1,no,no,yes,1,yes,no,Laxmi Nagar Metro Station,3.71 km,Shyam Lal College,6.95km,Noida Sector 62 IT Park,6.14 km,4.15 km,,3.3,66,yes,2026-07-23,99acres
PROP_487,1BHK,Fully Furnished 1BHK Apartment in Karol Bagh,karol bagh,Delhi,Central Delhi,Working Bachelor,1,1,16,20,2,16k,32000,0,1100,549,unfurnished,No,Y,yes,Y,24 Hours,1,0,yes,N,No,Y,0,Yes,Karol Bagh Metro Station,,Sri Guru Nanak Dev Khalsa College,8.8km,Connaught Place,0.95 km,1.08 km,,3.8,59,Yes,2026-07-21,MagicBricks
PROP_488,2BHK,Fully Furnished 2BHK Apartment in Vaishali,Vaishali,Ghaziabad,Ghaziabad,Family,2,2,0,24,0,"Rs. 24,500/month","₹49,000","₹3,500",,1145 sq.ft.,unfurnished,no,yes,Y,Yes,4 Hours,1,yes,no,yes,Y,yes,Y,Yes,Vaishali Metro Station,4.25km,Inderprastha Dental College,8.32 km,Noida Sector 62 IT Park,,3.45 km,5.63,4.0,46,Y,2026-07-20,NoBroker
PROP_489,2BHK,Fully Furnished 2BHK Apartment in Preet Vihar,Preet Vihar,Delhi,East Delhi,Family,2,2,0,4,4,34k,"₹34,000","Rs. 3,400/month",1600,1105,Furnished,no,no,no,Y,12 Hours,1,no,yes,N,N,Yes,0,0,Preet Vihar Metro Station,3.88km,Vivekananda College,,Noida Sector 62 IT Park,4.68 km,0.35,1.23,3.3,6,1,2026-08-13,MagicBricks
PROP_490,1BHK,Fully Furnished 1BHK Apartment in Greater Kailash,Greater Kailash,Delhi,South Delhi,Family,1,1,1,15,13,"₹45,000",90000,,1600,757,unfurnished,0,1,yes,N,4 Hours,Yes,yes,N,yes,No,Y,1,no,Kailash Colony Metro Station,,Lady Shri Ram College (LSR),2.15km,Nehru Place IT Hub,11.54km,2.76 km,2.89,4.5,77,Y,2026-08-01,MagicBricks
PROP_491,3BHK,Semi-Furnished 3BHK Apartment in Mayur Vihar,mayur vihar,Delhi,East Delhi,Working Professional,3,2,0,20,6,40000,"₹80,000",0,3100,1774,semi-furnished,yes,1,1,Yes,24 Hours,1,1,N,Yes,0,no,yes,N,Mayur Vihar 1 Metro Station,,Shaheed Sukhdev College of Business Studies,2.27km,Noida Sector 62 IT Park,2.69 km,,2.52km,3.3,66,Y,2026-07-06,Housing.com
PROP_492,1RK,Fully Furnished 1RK Apartment in Preet Vihar,Preet Vihar,Delhi,East Delhi,Family,1,1,0,4,2,"Rs. 17,000/month",34000,0,1100,447,fully-furnished,N,no,No,N,4 Hours,Yes,Yes,0,N,no,0,0,no,Preet Vihar Metro Station,3.13km,Vivekananda College,3.25km,Noida Sector 62 IT Park,11.47km,660m,950m,4.8,18,yes,2026-07-13,MagicBricks
PROP_493,3BHK,Fully Furnished 3BHK Apartment in Laxmi Nagar,Laxmi Nagar,Delhi,East Delhi,Family,3,2,20,24,4,"₹24,500","₹49,000",3500,2200,1376,Unfurnished,Y,yes,yes,Yes,12 Hours,yes,N,yes,N,yes,1,Y,0,Laxmi Nagar Metro Station,2.01 km,Shyam Lal College,9.18km,Noida Sector 62 IT Park,,,3.38 km,4.8,38,1,2026-08-08,NoBroker
PROP_494,3BHK,Semi-Furnished 3BHK Apartment in Vaishali,VAISHALI,Ghaziabad,Ghaziabad,Working Professional,3,2,2,4,9,28000,"Rs. 56,000/month","Rs. 2,300/month",2800,1374 sq.ft.,Semi-Furnished,1,N,0,yes,24 Hours,1,Yes,N,no,N,0,1,0,Vaishali Metro Station,0.23 km,Inderprastha Dental College,0.54,Noida Sector 62 IT Park,1.16 km,1.19 km,3.91 km,3.6,38,1,2026-07-21,99acres
PROP_495,1BHK,Fully Furnished 1BHK Apartment in Saket,Saket,Delhi,South Delhi,Family,1,1,1,4,5,"₹19,500","₹39,000",0,900,431 sq.ft.,unfurnished,Y,Yes,0,1,24 Hours,Yes,no,0,0,0,1,1,N,Saket Metro Station,1.87km,Gargi College,340m,Saket District Centre,14.52km,2.01 km,4.39,3.5,70,No,2026-08-02,NoBroker
PROP_496,2BHK,Fully Furnished 2BHK Apartment in Pari Chowk,Pari Chowk,Greater Noida,Greater Noida,Family,2,2,1,20,8,"₹18,000",36k,3k,,1319,fully-furnished,yes,yes,Y,Y,4 Hours,Y,No,Y,0,yes,no,1,0,Pari Chowk Metro Station,2.55km,Galgotias University,1.16 km,Greater Noida Industrial Area,11.48km,0.29,3.49,4.4,28,Y,2026-07-04,MagicBricks
PROP_497,1BHK,Semi-Furnished 1BHK Apartment in Patel Nagar,Patel Nagar,Delhi,West Delhi,Student,1,1,5,8,13,11500,"Rs. 23,000/month","₹1,100",800,489 sq.ft.,semi-furnished,Y,Y,No,yes,4 Hours,Y,1,no,No,0,No,Yes,Yes,Patel Nagar Metro Station,,Kalindi College,6.21km,Rajendra Place IT Hub,5.35 km,2.72km,0.3km,3.7,25,Y,2026-07-13,NoBroker
PROP_498,2BHK,Semi-Furnished 2BHK Apartment in Indirapuram,Indirapuram,Ghaziabad,Ghaziabad,Family,2,2,14,20,7,"₹17,000","Rs. 34,000/month",,,937,semi-furnished,yes,0,yes,0,24 Hours,no,No,0,0,N,0,Y,0,Vaishali Metro Station,2.82km,ABES Engineering College,1.82,Noida Sector 62 IT Park,13.21km,,980m,4.4,39,Yes,2026-07-15,Housing.com
PROP_499,1BHK,Fully Furnished 1BHK Apartment in Noida Sector 15,Noida Sec 15,Noida,Noida,Student,1,1,8,20,8,12k,"₹24,000","Rs. 1,200/month",900,445,unfurnished,No,yes,1,0,12 Hours,1,N,0,0,Y,N,No,no,Noida Sector 15 Metro Station,1.31 km,Amity University Noida,4.6km,Noida Sector 16 Commercial Hub,,1.73,0.51,4.3,32,Y,2026-07-29,Housing.com
PROP_500,2BHK,Fully Furnished 2BHK Apartment in Model Town,Model Town,Delhi,North Delhi,Family,2,2,5,5,3,31k,62000,2700,,827,fully-furnished,1,Yes,Y,No,12 Hours,yes,Yes,N,Yes,0,Y,N,yes,Model Town Metro Station,1.89,Miranda House,5.31,Connaught Place,13.11km,2.37 km,3.61 km,3.6,37,0,2026-07-27,Housing.com
