property_id,property_type,listing_title,locality,city,zone,renter_segment,bedrooms,bathrooms,floor,total_floors,property_age,monthly_rent,security_deposit,maintenance,electricity_estimate,area_sqft,furnishing_status,parking,balcony,lift,power_backup,water_supply,ac,wifi,food,laundry,gym,cctv,security,housekeeping,metro_station,metro_distance_km,nearest_college,college_distance_km,nearest_office_hub,office_distance_km,school_distance_km,hospital_distance_km,rating,review_count,available,listing_date,source,rent_per_sqft,vfm_student,vfm_professional,vfm_bachelor,vfm_family
PROP_427,2BHK,Semi-Furnished 2BHK Apartment in Shakarpur,Shakarpur,Delhi,East Delhi,Family,2,2,11,24,8,7000,14000,0.0,944.0,563,Semi-Furnished,Yes,No,Yes,Yes,24 Hours,No,Yes,No,No,Yes,Yes,No,Yes,Nirman Vihar Metro Station,3.33,Bhim Rao Ambedkar College,3.25,Noida Sector 62 IT Park,13.66,3.87,1.16,4.1,24,Yes,2026-07-21,Housing.com,12.43,49.1,41.6,51.3,44.0
PROP_428,3BHK,Semi-Furnished 3BHK Apartment in Rohini,Rohini,Delhi,North Delhi,Family,3,2,6,15,7,22000,45000,0.0,2600.0,1286,Semi-Furnished,Yes,Yes,Yes,Yes,24 Hours,Yes,Yes,No,No,No,No,Yes,Yes,Rohini West Metro Station,3.39,Delhi Technological University (DTU),7.31,Netaji Subhash Place,7.04,4.58,5.91,4.7,33,No,2026-08-06,MagicBricks,17.11,48.2,42.9,52.2,40.8
PROP_429,2BHK,Fully Furnished 2BHK Apartment in Dwarka,Dwarka,Delhi,Dwarka,Family,2,2,0,4,3,41500,83000,0.0,2500.0,1402,Furnished,Yes,Yes,No,Yes,12 Hours,Yes,Yes,No,No,No,Yes,No,No,Dwarka Sector 10 Metro Station,2.78,Netaji Subhas University of Technology (NSUT),2.8,Gurugram Sector 21 IT Park,10.44,2.74,2.29,3.9,55,Yes,2026-07-03,Housing.com,29.6,47.5,41.1,49.8,46.2
PROP_430,2BHK,Semi-Furnished 2BHK Apartment in Mayur Vihar,Mayur Vihar,Delhi,East Delhi,Family,2,2,24,24,7,23000,23000,0.0,1100.0,814,Semi-Furnished,No,Yes,Yes,Yes,12 Hours,Yes,Yes,Yes,No,Yes,Yes,No,No,Mayur Vihar 1 Metro Station,2.59,Shaheed Sukhdev College of Business Studies,9.75,Noida Sector 62 IT Park,10.76,3.46,0.31,4.2,83,Yes,2026-07-16,Housing.com,28.26,49.0,43.5,52.8,50.4
PROP_431,4BHK,Fully Furnished 4BHK Apartment in Rajinder Nagar,Rajinder Nagar,Delhi,Central Delhi,Family,4,4,4,5,0,82000,164000,0.0,3411.0,2074,Furnished,Yes,Yes,No,Yes,12 Hours,Yes,No,No,No,No,No,Yes,No,Rajendra Place Metro Station,0.25,Venkateshwara College,9.02,Rajendra Place IT Hub,9.51,1.98,2.16,3.9,53,No,2026-07-10,Housing.com,39.54,56.8,53.4,60.8,50.1
PROP_432,2BHK,Fully Furnished 2BHK Apartment in Laxmi Nagar,Laxmi Nagar,Delhi,East Delhi,Family,2,2,1,3,15,13500,27000,1000.0,1300.0,665,Furnished,Yes,Yes,No,No,24 Hours,Yes,Yes,No,No,No,No,Yes,No,Laxmi Nagar Metro Station,3.95,Shyam Lal College,6.2,Noida Sector 62 IT Park,11.23,3.94,2.33,3.9,73,Yes,2026-08-03,MagicBricks,20.3,43.4,37.5,47.1,40.2
PROP_433,1RK,Semi-Furnished 1RK Apartment in Greater Kailash,Greater Kailash,Delhi,South Delhi,Family,1,1,3,5,15,17500,35000,0.0,644.0,363,Semi-Furnished,Yes,Yes,Yes,Yes,24 Hours,No,Yes,No,No,No,Yes,Yes,No,Kailash Colony Metro Station,0.66,Lady Shri Ram College (LSR),4.75,Nehru Place IT Hub,2.67,2.91,5.1,4.6,73,Yes,2026-07-14,99acres,48.21,61.1,59.1,67.4,46.1
PROP_434,3BHK,Semi-Furnished 3BHK Apartment in Gurugram Sector 45,Gurugram Sector 45,Gurugram,Gurugram,Family,3,2,5,20,12,51000,153000,4700.0,3100.0,1519,Semi-Furnished,Yes,Yes,Yes,Yes,4 Hours,No,No,No,No,Yes,No,Yes,No,HUDA City Centre Metro Station,1.69,Ansal University,1.37,Golf Course Road Offices,13.61,2.47,5.15,3.6,66,No,2026-08-03,MagicBricks,33.57,54.9,44.3,52.7,45.3
PROP_435,1BHK,Fully Furnished 1BHK Apartment in Hauz Khas,Hauz Khas,Delhi,South Delhi,Family,1,1,1,3,13,31500,63000,0.0,1000.0,530,Furnished,No,Yes,No,No,24 Hours,Yes,Yes,Yes,No,No,Yes,Yes,No,Hauz Khas Metro Station,3.97,IIT Delhi,6.45,Okhla Industrial Area,8.06,0.8,3.17,3.6,42,Yes,2026-07-16,99acres,59.43,44.2,40.1,49.1,52.1
PROP_436,3BHK,Fully Furnished 3BHK Apartment in Karol Bagh,Karol Bagh,Delhi,Central Delhi,Family,3,2,4,5,0,33500,67000,1600.0,1954.0,1103,Furnished,Yes,Yes,Yes,Yes,4 Hours,Yes,Yes,No,No,No,Yes,Yes,No,Karol Bagh Metro Station,3.33,Sri Guru Nanak Dev Khalsa College,4.6,Connaught Place,5.77,4.34,3.9,3.6,25,Yes,2026-07-01,Housing.com,30.37,47.1,42.4,51.3,42.0
PROP_437,3BHK,Fully Furnished 3BHK Apartment in Rajinder Nagar,Rajinder Nagar,Delhi,Central Delhi,Family,3,2,9,20,3,41000,82000,1000.0,2900.0,1205,Furnished,No,Yes,Yes,No,24 Hours,Yes,Yes,No,No,Yes,Yes,Yes,No,Rajendra Place Metro Station,1.71,Venkateshwara College,3.76,Rajendra Place IT Hub,8.25,2.59,4.88,4.8,34,Yes,2026-07-27,NoBroker,34.02,50.0,44.9,53.6,44.4
PROP_438,3BHK,Fully Furnished 3BHK Apartment in Kamla Nagar,Kamla Nagar,Delhi,North Delhi,Family,3,2,9,12,8,43500,87000,0.0,2900.0,1393,Furnished,No,Yes,Yes,No,12 Hours,Yes,No,No,Yes,No,Yes,Yes,Yes,Vishwa Vidyalaya Metro Station,3.05,Kirori Mal College,8.76,Connaught Place,10.03,4.48,4.38,3.6,16,Yes,2026-07-15,Housing.com,31.23,44.6,40.5,49.1,42.3
PROP_439,1RK,Semi-Furnished 1RK Apartment in Gurugram Sector 56,Gurugram Sector 56,Gurugram,Gurugram,Family,1,1,3,5,3,7000,14000,0.0,700.0,318,Semi-Furnished,No,Yes,Yes,No,12 Hours,No,No,Yes,No,No,Yes,Yes,No,Sector 56 Metro Station,1.77,IILM University,2.01,Golf Course Road Offices,1.0,2.5,1.19,4.0,0,Yes,2026-07-01,99acres,22.01,53.9,56.4,61.7,52.8
PROP_441,1RK,Semi-Furnished 1RK Apartment in Rohini,Rohini,Delhi,North Delhi,Student,1,1,0,3,6,8000,17000,600.0,700.0,396,Semi-Furnished,No,Yes,No,Yes,24 Hours,Yes,Yes,No,No,No,Yes,Yes,Yes,Rohini West Metro Station,2.82,Delhi Technological University (DTU),2.49,Netaji Subhash Place,0.76,3.52,3.69,3.4,72,Yes,2026-07-24,99acres,20.2,51.1,56.7,61.0,44.3
PROP_442,1BHK,Fully Furnished 1BHK Apartment in Gurugram Sector 45,Gurugram Sector 45,Gurugram,Gurugram,Family,1,1,2,3,3,21500,43000,1200.0,1300.0,568,Furnished,No,No,No,Yes,12 Hours,Yes,No,No,No,No,No,Yes,No,HUDA City Centre Metro Station,3.62,Ansal University,4.34,Golf Course Road Offices,6.46,2.47,2.3,4.6,36,Yes,2026-08-13,NoBroker,37.85,42.0,36.7,46.0,44.4
PROP_443,3BHK,Fully Furnished 3BHK Apartment in Vaishali,Vaishali,Ghaziabad,Ghaziabad,Working Professional,3,2,4,4,7,24500,49000,2300.0,2310.0,1340,Furnished,No,Yes,No,Yes,4 Hours,Yes,No,No,No,No,No,Yes,Yes,Vaishali Metro Station,1.07,Inderprastha Dental College,1.06,Noida Sector 62 IT Park,1.85,2.46,3.24,3.4,71,Yes,2026-08-13,99acres,18.28,59.9,51.3,58.3,45.1
PROP_444,3BHK,Fully Furnished 3BHK Apartment in Civil Lines,Civil Lines,Delhi,North Delhi,Family,3,2,8,20,10,91000,183000,5900.0,3175.0,1917,Furnished,Yes,Yes,Yes,Yes,24 Hours,Yes,Yes,No,Yes,Yes,No,No,Yes,Civil Lines Metro Station,4.34,St. Stephen's College,0.99,Connaught Place,12.59,0.28,1.26,4.5,57,Yes,2026-06-30,MagicBricks,47.47,51.9,39.1,46.3,57.7
PROP_445,4BHK,Fully Furnished 4BHK Apartment in Janakpuri,Janakpuri,Delhi,West Delhi,Family,4,4,8,12,8,72000,144000,0.0,4600.0,2544,Furnished,Yes,Yes,Yes,Yes,12 Hours,Yes,Yes,No,No,No,Yes,No,No,Janakpuri West Metro Station,0.59,Bhaskaracharya College,8.88,Janakpuri District Centre,6.91,2.95,4.63,4.6,4,Yes,2026-08-03,MagicBricks,28.3,55.9,52.2,59.9,47.2
PROP_446,2BHK,Semi-Furnished 2BHK Apartment in Civil Lines,Civil Lines,Delhi,North Delhi,Family,2,2,3,5,12,68000,136000,4500.0,1700.0,1347,Semi-Furnished,No,Yes,No,No,24 Hours,Yes,Yes,No,No,No,No,No,No,Civil Lines Metro Station,3.87,St. Stephen's College,9.71,Connaught Place,4.03,2.57,5.23,4.3,49,Yes,2026-07-28,MagicBricks,50.48,36.3,32.9,40.4,38.4
PROP_447,1RK,Semi-Furnished 1RK Apartment in Malviya Nagar,Malviya Nagar,Delhi,South Delhi,Family,1,1,8,15,12,12000,12000,900.0,700.0,373,Semi-Furnished,No,No,Yes,No,12 Hours,No,No,No,No,No,Yes,Yes,No,Malviya Nagar Metro Station,1.55,College of Vocational Studies,6.78,Okhla Industrial Area,3.02,3.26,0.34,4.3,14,Yes,2026-08-08,99acres,32.17,47.7,45.2,54.0,55.6
PROP_448,1BHK,Semi-Furnished 1BHK Apartment in Rohini,Rohini,Delhi,North Delhi,Student,1,1,15,20,4,10500,21000,1600.0,1100.0,552,Semi-Furnished,Yes,Yes,Yes,Yes,4 Hours,Yes,No,No,Yes,Yes,No,No,No,Rohini West Metro Station,2.42,Delhi Technological University (DTU),4.14,Netaji Subhash Place,12.42,3.28,2.49,4.3,80,No,2026-08-12,NoBroker,19.02,50.9,44.0,53.6,39.8
PROP_449,2BHK,Semi-Furnished 2BHK Apartment in Vasant Kunj,Vasant Kunj,Delhi,South Delhi,Working Professional,2,2,14,20,3,74500,74500,0.0,2365.0,1510,Semi-Furnished,Yes,Yes,Yes,No,24 Hours,Yes,No,No,No,No,No,Yes,Yes,Chattarpur Metro Station,1.07,Jawaharlal Nehru University (JNU),4.43,Cyber City Gurugram,0.85,2.8,0.44,4.2,61,Yes,2026-07-24,99acres,49.34,51.3,60.4,63.0,57.8
PROP_450,4BHK,Fully Furnished 4BHK Apartment in Janakpuri,Janakpuri,Delhi,West Delhi,Family,4,4,1,3,4,61500,123000,0.0,4400.0,2609,Furnished,Yes,Yes,No,No,4 Hours,Yes,Yes,No,No,No,No,No,No,Janakpuri West Metro Station,2.38,Bhaskaracharya College,4.68,Janakpuri District Centre,10.39,0.55,3.98,3.6,50,No,2026-08-13,NoBroker,23.57,41.5,36.4,44.5,54.9
PROP_451,4BHK,Fully Furnished 4BHK Apartment in Model Town,Model Town,Delhi,North Delhi,Family,4,4,4,5,14,94000,94000,0.0,3900.0,2008,Furnished,Yes,No,Yes,Yes,24 Hours,Yes,No,No,Yes,No,Yes,No,Yes,Model Town Metro Station,1.21,Miranda House,6.83,Connaught Place,6.83,3.64,3.09,4.4,26,Yes,2026-08-09,NoBroker,46.81,47.8,44.8,51.8,42.5
PROP_452,2BHK,Fully Furnished 2BHK Apartment in Model Town,Model Town,Delhi,North Delhi,Working Professional,2,2,4,8,4,44000,88000,3300.0,2000.0,1208,Furnished,No,Yes,Yes,Yes,4 Hours,Yes,No,No,No,No,Yes,Yes,No,Model Town Metro Station,0.14,Miranda House,2.3,Connaught Place,0.52,1.99,5.49,3.3,2,Yes,2026-07-19,99acres,36.42,66.4,75.6,77.6,52.2
PROP_453,1BHK,Semi-Furnished 1BHK Apartment in Civil Lines,Civil Lines,Delhi,North Delhi,Family,1,1,1,8,10,25000,50000,0.0,900.0,525,Semi-Furnished,No,Yes,Yes,No,12 Hours,No,No,No,No,No,No,Yes,Yes,Civil Lines Metro Station,2.27,St. Stephen's College,6.86,Connaught Place,8.66,0.42,0.91,3.4,42,Yes,2026-07-24,Housing.com,47.62,44.3,39.0,48.3,58.9
PROP_454,2BHK,Fully Furnished 2BHK Apartment in Greater Kailash,Greater Kailash,Delhi,South Delhi,Family,2,2,2,12,5,97000,194000,4300.0,2394.0,1396,Furnished,No,Yes,No,No,4 Hours,Yes,Yes,No,No,No,Yes,No,Yes,Kailash Colony Metro Station,3.44,Lady Shri Ram College (LSR),4.84,Nehru Place IT Hub,14.59,2.32,1.73,4.5,13,Yes,2026-08-13,99acres,69.48,38.5,35.8,42.8,45.8
PROP_455,1RK,Fully Furnished 1RK Apartment in Saket,Saket,Delhi,South Delhi,Family,1,1,8,24,12,16000,32000,0.0,700.0,384,Furnished,No,Yes,Yes,Yes,4 Hours,Yes,No,No,No,No,Yes,Yes,No,Saket Metro Station,3.51,Gargi College,9.7,Saket District Centre,7.28,3.54,0.59,4.7,72,Yes,2026-07-14,NoBroker,41.67,46.0,41.6,51.1,51.4
PROP_456,3BHK,Fully Furnished 3BHK Apartment in Mayur Vihar,Mayur Vihar,Delhi,East Delhi,Family,3,2,11,24,3,43000,86000,4600.0,2700.0,1646,Furnished,No,No,Yes,No,4 Hours,Yes,Yes,No,No,No,Yes,Yes,No,Mayur Vihar 1 Metro Station,2.52,Shaheed Sukhdev College of Business Studies,6.87,Noida Sector 62 IT Park,7.59,4.79,1.5,4.9,83,Yes,2026-07-15,Housing.com,26.12,42.4,38.0,46.6,46.6
PROP_457,2BHK,Fully Furnished 2BHK Apartment in Gurugram Sector 45,Gurugram Sector 45,Gurugram,Gurugram,Family,2,2,1,8,4,30000,61000,0.0,2300.0,1057,Furnished,No,Yes,Yes,No,24 Hours,Yes,No,No,Yes,No,Yes,Yes,No,HUDA City Centre Metro Station,4.0,Ansal University,5.98,Golf Course Road Offices,6.46,1.71,2.26,4.0,5,No,2026-08-11,MagicBricks,28.38,44.4,40.3,49.3,50.2
PROP_458,1RK,Fully Furnished 1RK Apartment in Kamla Nagar,Kamla Nagar,Delhi,North Delhi,Student,1,1,1,5,4,9000,19000,700.0,790.0,327,Furnished,No,Yes,Yes,Yes,24 Hours,Yes,No,No,No,No,No,No,Yes,Vishwa Vidyalaya Metro Station,2.24,Kirori Mal College,5.53,Connaught Place,12.13,1.7,4.82,3.6,17,Yes,2026-07-08,MagicBricks,27.52,48.1,41.6,51.3,41.0
PROP_459,3BHK,Semi-Furnished 3BHK Apartment in Vasant Kunj,Vasant Kunj,Delhi,South Delhi,Family,3,2,0,3,10,108500,217000,0.0,5100.0,2408,Semi-Furnished,No,Yes,No,Yes,12 Hours,No,No,No,No,No,No,Yes,No,Chattarpur Metro Station,2.64,Jawaharlal Nehru University (JNU),4.74,Cyber City Gurugram,9.91,0.9,0.31,3.8,3,Yes,2026-08-02,Housing.com,45.06,35.9,33.5,40.2,64.0
PROP_460,2BHK,Fully Furnished 2BHK Apartment in Gurugram Sector 45,Gurugram Sector 45,Gurugram,Gurugram,Working Professional,2,2,1,4,13,31000,63000,0.0,1624.0,883,Furnished,No,No,No,No,4 Hours,Yes,Yes,No,No,No,Yes,Yes,No,HUDA City Centre Metro Station,0.88,Ansal University,4.77,Golf Course Road Offices,7.07,2.44,1.73,4.0,68,Yes,2026-08-13,99acres,35.11,52.9,48.5,57.5,50.7
PROP_461,2BHK,Semi-Furnished 2BHK Apartment in Rohini,Rohini,Delhi,North Delhi,Working Bachelor,2,2,2,24,13,13500,27000,1000.0,1000.0,697,Semi-Furnished,Yes,Yes,Yes,No,4 Hours,No,Yes,No,No,No,No,No,Yes,Rohini West Metro Station,1.15,Delhi Technological University (DTU),3.92,Netaji Subhash Place,10.44,0.6,2.57,3.2,73,Yes,2026-07-09,MagicBricks,19.37,54.1,47.1,56.7,52.3
PROP_462,2BHK,Semi-Furnished 2BHK Apartment in Rajinder Nagar,Rajinder Nagar,Delhi,Central Delhi,Family,2,2,2,3,2,24500,49000,2600.0,1300.0,792,Semi-Furnished,Yes,Yes,No,No,4 Hours,No,No,No,No,No,Yes,No,Yes,Rajendra Place Metro Station,4.45,Venkateshwara College,1.97,Rajendra Place IT Hub,13.57,2.46,2.88,4.5,60,Yes,2026-07-01,99acres,30.93,45.1,35.7,44.9,42.1
PROP_463,1RK,Semi-Furnished 1RK Apartment in Kamla Nagar,Kamla Nagar,Delhi,North Delhi,Family,1,1,2,15,6,7000,7000,0.0,700.0,344,Semi-Furnished,No,No,Yes,No,12 Hours,No,No,No,No,No,Yes,No,No,Vishwa Vidyalaya Metro Station,2.37,Kirori Mal College,1.06,Connaught Place,4.46,2.63,3.24,3.6,43,Yes,2026-07-26,MagicBricks,20.35,51.2,37.5,47.0,41.4
PROP_464,2BHK,Fully Furnished 2BHK Apartment in Golf Course Road,Golf Course Road,Gurugram,Gurugram,Working Professional,2,2,7,15,5,108500,325500,3700.0,3000.0,1320,Furnished,Yes,No,Yes,Yes,4 Hours,Yes,No,No,No,No,Yes,Yes,No,Sector 42-43 Metro Station,0.14,GD Goenka University,8.56,Golf Course Road Offices,4.8,4.17,4.99,4.1,61,No,2026-06-29,NoBroker,82.2,58.3,57.1,63.6,44.1
PROP_465,1RK,Semi-Furnished 1RK Apartment in Indirapuram,Indirapuram,Ghaziabad,Ghaziabad,Student,1,1,3,5,14,6000,12000,0.0,900.0,403,Semi-Furnished,No,Yes,Yes,No,12 Hours,Yes,No,No,No,No,No,Yes,No,Vaishali Metro Station,0.9,ABES Engineering College,4.7,Noida Sector 62 IT Park,10.12,0.51,4.28,3.6,48,No,2026-08-06,NoBroker,14.89,53.6,46.8,56.6,51.5
PROP_466,3BHK,Semi-Furnished 3BHK Apartment in Gurugram Sector 45,Gurugram Sector 45,Gurugram,Gurugram,Family,3,2,3,4,1,51000,102000,5200.0,3600.0,1627,Semi-Furnished,Yes,Yes,No,Yes,12 Hours,No,No,Yes,No,No,Yes,Yes,No,HUDA City Centre Metro Station,0.67,Ansal University,1.04,Golf Course Road Offices,8.38,0.27,3.4,3.5,62,Yes,2026-07-19,Housing.com,31.35,64.6,52.5,60.9,63.4
PROP_467,2BHK,Fully Furnished 2BHK Apartment in Golf Course Road,Golf Course Road,Gurugram,Gurugram,Family,2,2,6,12,9,105000,105000,2990.0,3300.0,1495,Furnished,Yes,No,Yes,Yes,24 Hours,Yes,No,No,Yes,Yes,No,No,No,Sector 42-43 Metro Station,0.66,GD Goenka University,4.59,Golf Course Road Offices,13.15,2.51,2.52,3.9,69,Yes,2026-08-02,Housing.com,70.23,52.5,49.2,56.0,43.1
PROP_468,2BHK,Fully Furnished 2BHK Apartment in Rajinder Nagar,Rajinder Nagar,Delhi,Central Delhi,Family,2,2,2,8,14,36000,73000,2000.0,1800.0,931,Furnished,Yes,Yes,Yes,No,24 Hours,Yes,No,No,Yes,No,No,Yes,No,Rajendra Place Metro Station,3.46,Venkateshwara College,9.72,Rajendra Place IT Hub,5.3,1.82,5.48,4.1,28,No,2026-07-15,MagicBricks,38.67,43.7,39.2,47.9,42.7
PROP_469,1BHK,Fully Furnished 1BHK Apartment in Laxmi Nagar,Laxmi Nagar,Delhi,East Delhi,Student,1,1,4,5,2,9500,19000,800.0,900.0,454,Furnished,No,Yes,Yes,No,24 Hours,Yes,No,No,No,No,Yes,No,Yes,Laxmi Nagar Metro Station,1.92,Shyam Lal College,6.47,Noida Sector 62 IT Park,9.12,2.22,0.79,4.8,6,Yes,2026-07-08,MagicBricks,20.93,48.1,42.1,51.8,48.7
PROP_470,1BHK,Fully Furnished 1BHK Apartment in Civil Lines,Civil Lines,Delhi,North Delhi,Family,1,1,5,24,14,39500,79000,1100.0,1302.0,668,Furnished,Yes,No,Yes,Yes,12 Hours,Yes,Yes,No,No,No,No,Yes,Yes,Civil Lines Metro Station,2.05,St. Stephen's College,3.21,Connaught Place,8.66,4.47,3.43,4.7,71,Yes,2026-08-03,99acres,59.13,49.7,43.4,52.2,38.7
PROP_471,3BHK,Semi-Furnished 3BHK Apartment in Noida Sector 62,Noida Sector 62,Noida,Noida,Family,3,2,3,5,12,27000,54000,0.0,2450.0,1567,Semi-Furnished,No,Yes,Yes,Yes,24 Hours,No,No,No,No,No,Yes,Yes,Yes,Noida Sector 62 Metro Station,2.63,JSS Academy of Technical Education,1.18,Noida Sector 62 IT Park,12.06,0.63,3.44,3.3,84,Yes,2026-07-08,99acres,17.23,53.8,41.6,50.8,57.3
PROP_472,4BHK,Fully Furnished 4BHK Apartment in Indirapuram,Indirapuram,Ghaziabad,Ghaziabad,Family,4,4,5,20,14,51500,103000,5800.0,5800.0,3098,Furnished,Yes,Yes,Yes,Yes,24 Hours,Yes,No,No,No,Yes,Yes,Yes,No,Vaishali Metro Station,2.55,ABES Engineering College,6.55,Noida Sector 62 IT Park,10.82,2.98,4.16,3.7,46,Yes,2026-07-08,MagicBricks,16.62,45.6,41.1,49.5,48.3
PROP_473,2BHK,Fully Furnished 2BHK Apartment in Gurugram Sector 56,Gurugram Sector 56,Gurugram,Gurugram,Working Professional,2,2,9,24,1,26000,52000,1808.0,1656.0,904,Furnished,Yes,Yes,Yes,No,12 Hours,Yes,No,Yes,Yes,No,Yes,Yes,No,Sector 56 Metro Station,0.77,IILM University,1.03,Golf Course Road Offices,5.97,2.87,0.97,3.2,25,Yes,2026-08-08,MagicBricks,28.76,68.9,56.1,65.2,53.7
PROP_474,2BHK,Fully Furnished 2BHK Apartment in Gurugram Sector 56,Gurugram Sector 56,Gurugram,Gurugram,Family,2,2,0,15,0,29000,59000,1500.0,1804.0,1003,Furnished,Yes,Yes,Yes,Yes,12 Hours,Yes,No,No,No,No,Yes,Yes,No,Sector 56 Metro Station,0.92,IILM University,5.39,Golf Course Road Offices,13.4,4.58,5.08,3.4,47,Yes,2026-07-27,99acres,28.91,57.0,52.7,61.8,45.4
PROP_475,3BHK,Fully Furnished 3BHK Apartment in Mayur Vihar,Mayur Vihar,Delhi,East Delhi,Working Professional,3,2,9,15,13,45000,45000,2500.0,2200.0,1315,Furnished,Yes,Yes,Yes,Yes,12 Hours,Yes,Yes,No,No,No,Yes,Yes,Yes,Mayur Vihar 1 Metro Station,2.52,Shaheed Sukhdev College of Business Studies,7.83,Noida Sector 62 IT Park,4.17,0.58,2.8,4.1,39,Yes,2026-08-09,MagicBricks,34.22,48.2,44.7,52.9,54.5
PROP_476,2BHK,Fully Furnished 2BHK Apartment in Gurugram Sector 56,Gurugram Sector 56,Gurugram,Gurugram,Family,2,2,7,8,14,27500,55000,2220.0,2600.0,1110,Furnished,Yes,No,Yes,No,12 Hours,Yes,No,No,Yes,No,No,Yes,No,Sector 56 Metro Station,0.77,IILM University,7.82,Golf Course Road Offices,14.37,4.85,2.45,4.2,34,Yes,2026-07-03,Housing.com,24.77,56.0,51.3,60.4,46.0
PROP_477,3BHK,Fully Furnished 3BHK Apartment in Kamla Nagar,Kamla Nagar,Delhi,North Delhi,Working Professional,3,2,1,3,8,33500,67000,0.0,2104.0,1203,Furnished,No,Yes,No,No,24 Hours,Yes,Yes,No,No,No,Yes,Yes,Yes,Vishwa Vidyalaya Metro Station,1.98,Kirori Mal College,6.29,Connaught Place,2.5,0.61,4.53,4.4,45,Yes,2026-07-14,99acres,27.85,47.1,45.9,53.5,55.1
PROP_478,1BHK,Fully Furnished 1BHK Apartment in Shakarpur,Shakarpur,Delhi,East Delhi,Student,1,1,22,24,2,8000,16000,700.0,900.0,426,Furnished,No,Yes,Yes,Yes,4 Hours,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Nirman Vihar Metro Station,1.88,Bhim Rao Ambedkar College,3.7,Noida Sector 62 IT Park,2.67,4.98,4.94,4.1,81,Yes,2026-07-01,Housing.com,18.78,54.8,51.3,59.8,40.6
PROP_479,3BHK,Fully Furnished 3BHK Apartment in Gurugram Sector 45,Gurugram Sector 45,Gurugram,Gurugram,Family,3,2,3,3,3,77000,154000,0.0,3100.0,1953,Furnished,Yes,Yes,No,Yes,4 Hours,Yes,No,Yes,No,No,No,No,Yes,HUDA City Centre Metro Station,4.37,Ansal University,5.07,Golf Course Road Offices,7.71,3.66,3.05,3.7,63,Yes,2026-07-14,MagicBricks,39.43,40.9,37.0,44.6,41.6
PROP_480,2BHK,Fully Furnished 2BHK Apartment in Noida Sector 15,Noida Sector 15,Noida,Noida,Family,2,2,14,15,2,25000,75000,1922.0,2000.0,961,Furnished,Yes,No,No,No,4 Hours,Yes,Yes,No,No,No,No,No,Yes,Noida Sector 15 Metro Station,3.62,Amity University Noida,8.01,Noida Sector 16 Commercial Hub,10.74,2.94,5.37,4.1,34,Yes,2026-07-01,Housing.com,26.01,42.6,37.1,46.3,39.7
PROP_481,2BHK,Fully Furnished 2BHK Apartment in Janakpuri,Janakpuri,Delhi,West Delhi,Family,2,2,1,3,9,22500,45000,2000.0,2200.0,967,Furnished,Yes,No,No,Yes,12 Hours,Yes,Yes,No,No,No,Yes,No,Yes,Janakpuri West Metro Station,4.5,Bhaskaracharya College,4.78,Janakpuri District Centre,9.22,1.44,4.64,4.4,29,Yes,2026-07-12,99acres,23.27,44.5,38.8,48.1,45.3
PROP_482,1RK,Semi-Furnished 1RK Apartment in Gurugram Sector 56,Gurugram Sector 56,Gurugram,Gurugram,Student,1,1,7,8,4,8500,8500,808.0,700.0,404,Semi-Furnished,No,Yes,Yes,Yes,24 Hours,No,Yes,Yes,No,No,No,Yes,Yes,Sector 56 Metro Station,3.1,IILM University,6.43,Golf Course Road Offices,8.29,4.09,1.5,3.7,51,Yes,2026-08-05,99acres,21.04,49.4,44.1,53.8,44.8
PROP_483,3BHK,Fully Furnished 3BHK Apartment in Noida Sector 62,Noida Sector 62,Noida,Noida,Family,3,2,7,8,5,30500,30500,4400.0,3000.0,1555,Furnished,Yes,Yes,Yes,Yes,4 Hours,Yes,No,No,No,No,Yes,Yes,No,Noida Sector 62 Metro Station,3.08,JSS Academy of Technical Education,1.08,Noida Sector 62 IT Park,5.9,1.34,0.84,4.1,74,Yes,2026-07-22,99acres,19.61,54.7,42.2,51.2,58.3
PROP_484,2BHK,Fully Furnished 2BHK Apartment in Vaishali,Vaishali,Ghaziabad,Ghaziabad,Working Bachelor,2,2,5,15,9,18000,36000,0.0,1400.0,989,Furnished,Yes,Yes,Yes,Yes,24 Hours,Yes,Yes,No,No,Yes,Yes,Yes,No,Vaishali Metro Station,0.97,Inderprastha Dental College,4.86,Noida Sector 62 IT Park,7.95,1.24,0.61,4.5,11,Yes,2026-07-15,NoBroker,18.2,58.7,52.9,62.4,57.8
PROP_485,1RK,Semi-Furnished 1RK Apartment in Noida Sector 15,Noida Sector 15,Noida,Noida,Student,1,1,6,24,4,5000,10000,452.0,300.0,226,Semi-Furnished,No,No,Yes,No,4 Hours,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Noida Sector 15 Metro Station,3.41,Amity University Noida,8.2,Noida Sector 16 Commercial Hub,10.88,2.21,5.78,4.6,32,No,2026-06-30,NoBroker,22.12,48.2,43.1,52.9,43.5
